Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,ExitReason,Duration,Tag
24,1509,1511,2323.472324,2307.6,2320.2521053651553,2331.3753102625865,-380.93577599999844,-0.006831294625741391,2024-04-05 22:00:00,2024-04-08 01:00:00,time,2 days 03:00:00,777
24,1510,1511,2329.1228889999998,2307.6,2325.8948389593224,2337.045094918061,-516.5493359999964,-0.00924077003478363,2024-04-05 23:00:00,2024-04-08 01:00:00,time,2 days 02:00:00,778
53,1512,1513,2311.441121,2307.1661107369323,2307.1661107369323,2318.404727033076,-226.57554394257977,-0.0018494999609671714,2024-04-08 02:00:00,2024-04-08 03:00:00,sl,0 days 01:00:00,780
14,1511,1514,2307.83076,2324.2559495526443,2302.554434693532,2324.2559495526443,229.95265373702296,0.00711715513863953,2024-04-08 01:00:00,2024-04-08 04:00:00,tp,0 days 03:00:00,779
70,1513,1514,2306.3606130000003,2303.0718204032396,2303.0718204032396,2314.2447112251352,-230.21548177324803,-0.001425966337711082,2024-04-08 03:00:00,2024-04-08 04:00:00,sl,0 days 01:00:00,781
69,1514,1515,2324.552432,2347.754628335411,2321.219450711882,2347.754628335411,1600.9515471433533,0.009981360719597987,2024-04-08 04:00:00,2024-04-08 05:00:00,tp,0 days 01:00:00,782
72,1515,1516,2348.354812,2345.1001074577007,2345.1001074577007,2356.3424327808516,-234.33872704555324,-0.001385950932826674,2024-04-08 05:00:00,2024-04-08 06:00:00,sl,0 days 01:00:00,783
72,1516,1517,2345.804557,2342.5533869859973,2342.5533869859973,2353.7835034230716,-234.08424100818593,-0.0013859509328264519,2024-04-08 06:00:00,2024-04-08 07:00:00,sl,0 days 01:00:00,784
72,1517,1518,2342.344211,2339.097836855764,2339.097836855764,2364.6638156529443,-233.73893838500226,-0.0013859509328264519,2024-04-08 07:00:00,2024-04-08 08:00:00,sl,0 days 01:00:00,785
24,1518,1521,2334.843461,2336.27,2331.607482527223,2346.872687039741,34.23693600000115,0.0006109784333845347,2024-04-08 08:00:00,2024-04-08 11:00:00,time,0 days 03:00:00,786
24,1520,1521,2338.043781,2334.8033670407335,2334.8033670407335,2343.9497476213105,-77.76993502239202,-0.001385950932826563,2024-04-08 10:00:00,2024-04-08 11:00:00,sl,0 days 01:00:00,788
24,1519,1522,2336.443621,2337.5,2333.2054247839783,2342.3455455705903,25.35309600000255,0.0004521311751353174,2024-04-08 09:00:00,2024-04-08 12:00:00,time,0 days 03:00:00,787
24,1521,1523,2336.503627,2342.4057031474927,2333.2653476186065,2342.4057031474927,141.64982753982258,0.002526029097190241,2024-04-08 11:00:00,2024-04-08 13:00:00,tp,0 days 02:00:00,789
24,1523,1524,2340.284005,2337.0404862001915,2337.0404862001915,2352.3412609846378,-77.84445119540396,-0.0013859509328264519,2024-04-08 13:00:00,2024-04-08 14:00:00,sl,0 days 01:00:00,791
24,1522,1525,2337.73375,2329.01,2334.4937657284872,2343.638933473984,-209.3699999999917,-0.0037317123902581573,2024-04-08 12:00:00,2024-04-08 15:00:00,time,0 days 03:00:00,790
21,1528,1530,2328.122789,2337.335721851314,2324.5218880354487,2337.335721851314,193.4715898775894,0.0039572366607307785,2024-04-08 18:00:00,2024-04-08 20:00:00,tp,0 days 02:00:00,792
70,1529,1531,2328.742851,2339.3858550251175,2325.4103140988814,2339.3858550251175,745.0102817582274,0.00457027877532612,2024-04-08 19:00:00,2024-04-08 21:00:00,tp,0 days 02:00:00,793
70,1534,1537,2338.893866,2345.942175329013,2335.546802534878,2345.942175329013,493.38165303091955,0.0030135225165506263,2024-04-09 01:00:00,2024-04-09 04:00:00,tp,0 days 03:00:00,798
70,1530,1541,2338.1637929999997,2345.04,2334.8177743025353,2348.8498533563834,481.33449000001747,0.002940857702350197,2024-04-08 20:00:00,2024-04-09 08:00:00,time,0 days 12:00:00,794
70,1537,1541,2340.193996,2347.2462233000424,2336.845071989735,2347.2462233000424,493.65591100297024,0.0030135225165506263,2024-04-09 04:00:00,2024-04-09 08:00:00,tp,0 days 04:00:00,799
23,1531,1543,2339.1538920000003,2349.8444773848287,2335.80645642585,2349.8444773848287,245.88346385105342,0.004570278775325898,2024-04-08 21:00:00,2024-04-09 10:00:00,tp,0 days 13:00:00,795
23,1532,1543,2338.63384,2349.322048602211,2335.287148643907,2349.322048602211,245.8287978508538,0.004570278775325898,2024-04-08 22:00:00,2024-04-09 10:00:00,tp,0 days 12:00:00,796
23,1533,1543,2338.693846,2349.382328846359,2335.3470687725926,2349.382328846359,245.8351054662562,0.004570278775325898,2024-04-08 23:00:00,2024-04-09 10:00:00,tp,0 days 11:00:00,797
13,1541,1545,2345.274504,2361.06692462276,2339.380952838561,2361.06692462276,205.3014680958786,0.0067337194839345305,2024-04-09 08:00:00,2024-04-09 12:00:00,tp,0 days 04:00:00,800
13,1542,1545,2344.7044469999996,2360.4930290188317,2338.8123283617424,2360.4930290188317,205.2515662448177,0.0067337194839347525,2024-04-09 09:00:00,2024-04-09 12:00:00,tp,0 days 03:00:00,801
11,1545,1546,2363.396316,2356.8493836500297,2356.8493836500297,2381.5529708474282,-72.01625584967132,-0.0027701373255293316,2024-04-09 12:00:00,2024-04-09 13:00:00,sl,0 days 01:00:00,803
11,1544,1547,2357.83576,2351.304231153756,2351.304231153756,2375.9496961991135,-71.8468173086826,-0.0027701373255293316,2024-04-09 11:00:00,2024-04-09 14:00:00,sl,0 days 03:00:00,802
11,1546,1547,2356.675644,2350.14732883439,2350.14732883439,2374.7806676753644,-71.81146682170902,-0.0027701373255292205,2024-04-09 13:00:00,2024-04-09 14:00:00,sl,0 days 01:00:00,804
23,1547,1548,2354.755452,2351.385689884131,2351.385689884131,2372.8489014389306,-77.50452866498654,-0.0014310454671659922,2024-04-09 14:00:00,2024-04-09 15:00:00,sl,0 days 01:00:00,805
23,1548,1549,2349.654942,2360.3935201107624,2346.2924789458466,2360.3935201107624,246.98729654753333,0.004570278775325898,2024-04-09 15:00:00,2024-04-09 16:00:00,tp,0 days 01:00:00,806
31,1549,1550,2355.685545,2348.305553373398,2348.305553373398,2373.2438769525866,-228.7797404246503,-0.003132842429782623,2024-04-09 16:00:00,2024-04-09 17:00:00,sl,0 days 01:00:00,807
24,1550,1551,2353.03528,2343.6112380477866,2343.6112380477866,2372.3192218991967,-226.1770068531223,-0.004005057651415012,2024-04-09 17:00:00,2024-04-09 18:00:00,sl,0 days 01:00:00,808
23,1554,1555,2349.884965,2346.5341081424167,2346.5341081424167,2362.0517712987594,-77.06970772442037,-0.001425966337711082,2024-04-09 21:00:00,2024-04-09 22:00:00,sl,0 days 01:00:00,812
20,1556,1560,2353.945371,2350.013976644604,2350.013976644604,2363.9746790365934,-78.62788710791392,-0.0016701298185716196,2024-04-09 23:00:00,2024-04-10 04:00:00,sl,0 days 05:00:00,814
23,1555,1560,2351.4051170000002,2348.0520924568364,2348.0520924568364,2363.579794064862,-77.11956449276931,-0.001425966337711193,2024-04-09 22:00:00,2024-04-10 04:00:00,sl,0 days 06:00:00,813
29,1551,1564,2340.604037,2358.4122655984916,2332.934202977212,2358.4122655984916,516.4386293562534,0.007608390106562668,2024-04-09 18:00:00,2024-04-10 08:00:00,tp,0 days 14:00:00,809
23,1552,1564,2345.224499,2357.36717518689,2341.8802878100505,2357.36717518689,279.28155229847425,0.005177617832351489,2024-04-09 19:00:00,2024-04-10 08:00:00,tp,0 days 13:00:00,810
23,1553,1564,2347.584735,2359.7396315868923,2344.2371581929656,2359.7396315868923,279.562621498525,0.005177617832351489,2024-04-09 20:00:00,2024-04-10 08:00:00,tp,0 days 12:00:00,811
21,1579,1581,2332.7232489999997,2335.5,2329.079703620764,2341.997089895144,58.31177100000696,0.0011903473766941008,2024-04-10 23:00:00,2024-04-11 02:00:00,time,0 days 03:00:00,815
41,1590,1593,2328.192796,2339.4514195996308,2326.146673940836,2339.4514195996308,461.6035675848684,0.004835778041652805,2024-04-11 11:00:00,2024-04-11 14:00:00,tp,0 days 03:00:00,816
53,1592,1593,2338.7638530000004,2337.114510389953,2337.114510389953,2354.523464745079,-87.4151583325106,-0.0007052198142757371,2024-04-11 13:00:00,2024-04-11 14:00:00,sl,0 days 01:00:00,818
41,1591,1594,2331.043081,2342.315487945246,2328.994453980326,2342.315487945246,462.1686847550891,0.004835778041652583,2024-04-11 12:00:00,2024-04-11 15:00:00,tp,0 days 03:00:00,817
120,1595,1596,2343.524329,2339.752927215307,2339.752927215307,2371.0807520254707,-452.5682141631478,-0.0016092863803560675,2024-04-11 16:00:00,2024-04-11 17:00:00,sl,0 days 01:00:00,819
-17,1599,1600,2355.9843779999997,2360.434096550143,2360.434096550143,2344.572546132907,-75.6452153524342,-0.0018886876295507449,2024-04-11 20:00:00,2024-04-11 21:00:00,sl,0 days 01:00:00,820
24,1602,1603,2377.327709,2373.94,2374.0328494440773,2399.9806625437996,-81.30501600000207,-0.0014250071570591771,2024-04-11 23:00:00,2024-04-12 01:00:00,sl,0 days 02:00:00,822
8,1603,1606,2374.187395,2382.262881922603,2370.8968877651946,2382.262881922603,64.60389538082381,0.0034013687965868122,2024-04-12 01:00:00,2024-04-12 04:00:00,tp,0 days 03:00:00,823
73,1604,1606,2377.047681,2385.1328968101525,2373.7532095491447,2385.1328968101525,590.2207541411308,0.0034013687965868122,2024-04-12 02:00:00,2024-04-12 04:00:00,tp,0 days 02:00:00,824
14,1605,1606,2378.927869,2389.7508575026372,2373.5860313677917,2389.7508575026372,151.52183903692003,0.004549523608375239,2024-04-12 03:00:00,2024-04-12 04:00:00,tp,0 days 01:00:00,825
73,1606,1608,2390.9190679999997,2387.6053714873924,2387.6053714873924,2399.0514655130596,-241.89984542033244,-0.001385950932826563,2024-04-12 04:00:00,2024-04-12 06:00:00,sl,0 days 02:00:00,826
73,1607,1608,2390.699046,2387.385654427089,2387.385654427089,2398.8306951370946,-241.87758482252593,-0.001385950932826563,2024-04-12 05:00:00,2024-04-12 06:00:00,sl,0 days 01:00:00,827
13,1612,1613,2400.169993,2394.2101769835795,2394.2101769835795,2414.157489256895,-77.47760821346674,-0.0024830807958611256,2024-04-12 10:00:00,2024-04-12 11:00:00,sl,0 days 01:00:00,831
13,1613,1616,2396.949671,2390.9978513032943,2390.9978513032943,2410.9184001520434,-77.37365605717241,-0.0024830807958610146,2024-04-12 11:00:00,2024-04-12 14:00:00,sl,0 days 03:00:00,832
21,1611,1616,2395.319508,2391.6146740593167,2391.6146740593167,2404.7983541712215,-77.80151275434991,-0.0015466971852021727,2024-04-12 09:00:00,2024-04-12 14:00:00,sl,0 days 05:00:00,830
11,1601,1619,2373.0172780000003,2406.5501437049365,2366.2179567819207,2406.5501437049365,368.86152275429913,0.014130898251696777,2024-04-11 22:00:00,2024-04-12 17:00:00,tp,0 days 19:00:00,821
73,1608,1619,2384.408417,2407.128840816734,2381.1037439302195,2407.128840816734,1658.5909386215621,0.009528746692364143,2024-04-12 06:00:00,2024-04-12 17:00:00,tp,0 days 11:00:00,828
73,1609,1619,2384.398416,2407.118744519738,2381.0937567911146,2407.118744519738,1658.583981940867,0.00952874669236392,2024-04-12 07:00:00,2024-04-12 17:00:00,tp,0 days 10:00:00,829
46,1618,1619,2404.4204179999997,2402.528223241055,2402.528223241055,2428.259658908415,-87.04095891145607,-0.0007869650185879928,2024-04-12 16:00:00,2024-04-12 17:00:00,sl,0 days 01:00:00,833
21,1619,1620,2426.982674,2423.082227454707,2423.082227454707,2447.001986267192,-81.9093774511457,-0.0016071175897042211,2024-04-12 17:00:00,2024-04-12 18:00:00,sl,0 days 01:00:00,834
3,1620,1621,2395.809557,2387.9588221632134,2387.9588221632134,2414.0378107306874,-23.552204510359843,-0.0032768609732976017,2024-04-12 18:00:00,2024-04-12 19:00:00,sl,0 days 01:00:00,835
17,1624,1626,2343.504327,2356.9,2338.9101275405196,2354.772955635565,227.7264409999998,0.005716086309577317,2024-04-12 22:00:00,2024-04-15 01:00:00,time,2 days 03:00:00,836
17,1625,1626,2344.0843849999997,2356.9,2339.4890483964064,2355.3558028167554,217.8654550000074,0.005467215720563967,2024-04-12 23:00:00,2024-04-15 01:00:00,time,2 days 02:00:00,837
-58,1641,1642,2348.515125,2328.928554367227,2352.7381307493624,2328.928554367227,1136.021096700816,0.008339980621914322,2024-04-15 16:00:00,2024-04-15 17:00:00,tp,0 days 01:00:00,838
-58,1642,1644,2349.195057,2353.4192853758273,2353.4192853758273,2329.6028157475225,-245.0052457979864,-0.001798159911515329,2024-04-15 17:00:00,2024-04-15 19:00:00,sl,0 days 02:00:00,839
48,1644,1646,2357.375714,2375.87399973813,2352.276479950575,2375.87399973813,887.9177154302452,0.007846982400078417,2024-04-15 19:00:00,2024-04-15 21:00:00,tp,0 days 02:00:00,840
48,1645,1647,2365.706547,2384.270204638059,2360.589292544646,2384.270204638059,891.0555666268483,0.007846982400078417,2024-04-15 20:00:00,2024-04-15 22:00:00,tp,0 days 02:00:00,841
8,1648,1650,2381.768153,2381.94,2372.6600543556374,2397.0609766721004,1.3747760000005655,7.215101931046242e-05,2024-04-15 23:00:00,2024-04-16 02:00:00,time,0 days 03:00:00,843
10,1649,1652,2384.578434,2383.64,2376.662191089935,2405.3943940524637,-9.38434000000143,-0.00039354293682258845,2024-04-16 01:00:00,2024-04-16 04:00:00,time,0 days 03:00:00,844
29,1650,1653,2382.178194,2386.11,2373.9092267306837,2398.054880923037,114.02237400000149,0.0016505087696223608,2024-04-16 02:00:00,2024-04-16 05:00:00,time,0 days 03:00:00,845
30,1653,1656,2386.348611,2386.3,2378.4264915161443,2407.180023651209,-1.4583299999912924,-2.037045206870758e-05,2024-04-16 05:00:00,2024-04-16 08:00:00,time,0 days 03:00:00,846
38,1655,1657,2386.318608,2379.9038289229434,2379.9038289229434,2404.9734705307947,-243.76160492815325,-0.0026881486217101846,2024-04-16 07:00:00,2024-04-16 09:00:00,sl,0 days 02:00:00,848
30,1654,1657,2388.1487909999996,2372.95,2380.2206953394084,2408.9959181584077,-455.96372999999403,-0.006364256304832505,2024-04-16 06:00:00,2024-04-16 09:00:00,time,0 days 03:00:00,847
16,1646,1657,2376.217598,2371.077607114116,2371.077607114116,2410.6001820621486,-82.23985417414951,-0.002163097727333807,2024-04-15 21:00:00,2024-04-16 09:00:00,sl,0 days 12:00:00,842
15,1656,1657,2386.53863,2381.3070112625333,2381.3070112625333,2403.8820749607585,-78.47428106200141,-0.002192136624860286,2024-04-16 08:00:00,2024-04-16 09:00:00,sl,0 days 01:00:00,849
15,1657,1658,2373.1872949999997,2367.984944212977,2367.984944212977,2390.433713186997,-78.03526180533936,-0.002192136624860286,2024-04-16 09:00:00,2024-04-16 10:00:00,sl,0 days 01:00:00,850
24,1658,1661,2365.726549,2370.13,2362.341086745499,2376.5385788351196,105.68282400000317,0.0018613524888839716,2024-04-16 10:00:00,2024-04-16 13:00:00,time,0 days 03:00:00,851
23,1660,1661,2372.547231,2368.965798820839,2368.965798820839,2386.094500829525,-82.3729401206997,-0.0015095304035954715,2024-04-16 12:00:00,2024-04-16 13:00:00,sl,0 days 01:00:00,853
15,1659,1662,2369.686945,2374.04,2364.2691997246443,2386.5523746175736,65.2958250000006,0.0018369747148183624,2024-04-16 11:00:00,2024-04-16 14:00:00,time,0 days 03:00:00,852
24,1662,1663,2374.277404,2370.8731262339247,2370.8731262339247,2387.0959581187535,-81.70266638580506,-0.001433816352015116,2024-04-16 14:00:00,2024-04-16 15:00:00,sl,0 days 01:00:00,855
24,1661,1664,2370.367013,2366.23,2366.9869494314416,2382.639867515727,-99.28831200000059,-0.0017453048314084452,2024-04-16 13:00:00,2024-04-16 16:00:00,time,0 days 03:00:00,854
17,1663,1664,2376.457622,2371.7838156491,2371.7838156491,2387.2435698680147,-79.45470796530208,-0.0019667114227631677,2024-04-16 15:00:00,2024-04-16 16:00:00,sl,0 days 01:00:00,856
74,1664,1665,2366.466623,2378.71928278691,2363.0921212562853,2378.71928278691,906.6968242313433,0.005177617832351711,2024-04-16 16:00:00,2024-04-16 17:00:00,tp,0 days 01:00:00,857
-35,1665,1666,2382.611715,2385.091099706364,2385.091099706364,2372.8479305226842,-86.77846472273359,-0.0010406163500140675,2024-04-16 17:00:00,2024-04-16 18:00:00,sl,0 days 01:00:00,858
65,1666,1668,2386.278604,2382.4383983428474,2382.4383983428474,2401.4751390091837,-249.61336771492142,-0.0016092863803561785,2024-04-16 18:00:00,2024-04-16 20:00:00,sl,0 days 02:00:00,859
-35,1667,1668,2397.240252,2387.416520750163,2399.734859401143,2387.416520750163,343.8305937443033,0.004097933547395294,2024-04-16 19:00:00,2024-04-16 20:00:00,tp,0 days 01:00:00,860
-105,1668,1669,2384.511525,2386.992886679712,2386.992886679712,2374.7399552275515,-260.5429763697475,-0.0010406163500140675,2024-04-16 20:00:00,2024-04-16 21:00:00,sl,0 days 01:00:00,861
22,1669,1671,2392.559232,2388.7720409023173,2388.7720409023173,2405.209231732867,-83.31820414902177,-0.0015829037990072736,2024-04-16 21:00:00,2024-04-16 23:00:00,sl,0 days 02:00:00,862
18,1670,1671,2389.958972,2385.4214635388475,2385.4214635388475,2400.199184026585,-81.67515230074241,-0.0018985716969673883,2024-04-16 22:00:00,2024-04-16 23:00:00,sl,0 days 01:00:00,863
74,1675,1677,2384.878464,2381.4655944843507,2381.4655944843507,2405.0597096138767,-252.55234415803807,-0.0014310454671661033,2024-04-17 04:00:00,2024-04-17 06:00:00,sl,0 days 02:00:00,866
68,1674,1677,2384.618438,2381.71,2380.9301553741648,2394.054937504709,-197.77378399999543,-0.0012196659866637871,2024-04-17 03:00:00,2024-04-17 06:00:00,time,0 days 03:00:00,865
74,1677,1679,2381.948171,2378.539494866866,2378.539494866866,2402.104619978054,-252.24203385192504,-0.0014310454671661033,2024-04-17 06:00:00,2024-04-17 08:00:00,sl,0 days 02:00:00,868
74,1676,1679,2382.568233,2379.1586695299516,2379.1586695299516,2402.7299290477504,-252.30769678358138,-0.0014310454671659922,2024-04-17 05:00:00,2024-04-17 08:00:00,sl,0 days 03:00:00,867
17,1671,1679,2383.5683329999997,2378.806983180395,2378.806983180395,2395.65608634311,-80.94294693327947,-0.001997572191946295,2024-04-16 23:00:00,2024-04-17 08:00:00,sl,0 days 09:00:00,864
74,1678,1679,2382.178194,2378.7691886934945,2378.7691886934945,2402.3365894716508,-252.2663926814148,-0.0014310454671661033,2024-04-17 07:00:00,2024-04-17 08:00:00,sl,0 days 01:00:00,869
24,1679,1680,2377.717748,2374.315125794524,2374.315125794524,2395.987634929,-81.66293293142007,-0.0014310454671661033,2024-04-17 08:00:00,2024-04-17 09:00:00,sl,0 days 01:00:00,870
22,1680,1682,2381.278104,2392.864439379529,2377.6060876536417,2392.864439379529,254.8993783496362,0.004865595228069619,2024-04-17 09:00:00,2024-04-17 11:00:00,tp,0 days 02:00:00,871
24,1681,1684,2382.768253,2386.66,2379.3705056806557,2395.1053163970946,93.40192799999204,0.0016332880862834909,2024-04-17 10:00:00,2024-04-17 13:00:00,time,0 days 03:00:00,872
13,1685,1686,2387.578734,2381.4205139642463,2381.4205139642463,2400.8295912410017,-80.05686046480014,-0.0025792741190304724,2024-04-17 14:00:00,2024-04-17 15:00:00,sl,0 days 01:00:00,873
44,1688,1689,2390.6490409999997,2385.18337070366,2385.18337070366,2407.6636611068366,-240.48949303895097,-0.0022862704657198307,2024-04-17 17:00:00,2024-04-17 18:00:00,sl,0 days 01:00:00,875
-67,1687,1690,2393.040672,2380.7293832584664,2396.741350985181,2380.7293832584664,824.8563456827542,0.005144621604464605,2024-04-17 16:00:00,2024-04-17 19:00:00,tp,0 days 03:00:00,874
55,1689,1690,2382.428219,2374.1764415331027,2374.1764415331027,2402.98259496986,-453.8477606793481,-0.0034635996170162553,2024-04-17 18:00:00,2024-04-17 19:00:00,sl,0 days 01:00:00,876
12,1692,1693,2374.587435,2368.3297364864625,2368.3297364864625,2392.648850193155,-75.09238216244921,-0.0026352782050905743,2024-04-17 21:00:00,2024-04-17 22:00:00,sl,0 days 01:00:00,878
66,1693,1695,2372.9172679999997,2365.33,2369.167867658345,2417.269934719537,-500.75968799998464,-0.0031974431229937483,2024-04-17 22:00:00,2024-04-18 01:00:00,sl,0 days 03:00:00,879
39,1691,1695,2372.367213,2365.33,2366.2795333846757,2382.5132524808055,-274.45130700000254,-0.0029663253485539,2024-04-17 20:00:00,2024-04-18 01:00:00,sl,0 days 05:00:00,877
14,1694,1695,2371.307107,2365.33,2365.6557667346374,2380.958544776663,-83.67949800000224,-0.0025205959119997123,2024-04-17 23:00:00,2024-04-18 01:00:00,sl,0 days 02:00:00,880
71,1695,1698,2365.456522,2371.757208640769,2361.9514266249985,2371.757208640769,447.34875149460413,0.002663623948345517,2024-04-18 01:00:00,2024-04-18 04:00:00,tp,0 days 03:00:00,881
38,1696,1703,2368.126789,2380.0560424632336,2361.886116086057,2380.0560424632336,453.31163160287815,0.005037421779376494,2024-04-18 02:00:00,2024-04-18 09:00:00,tp,0 days 07:00:00,882
15,1703,1704,2380.858062,2375.6332138703797,2375.6332138703797,2392.457866897308,-78.3727219443017,-0.002194523148192684,2024-04-18 09:00:00,2024-04-18 10:00:00,sl,0 days 01:00:00,887
38,1697,1707,2369.9969760000004,2381.935650383959,2363.751374623017,2381.935650383959,453.6696265904284,0.005037421779376494,2024-04-18 03:00:00,2024-04-18 13:00:00,tp,0 days 10:00:00,883
40,1698,1707,2367.4967260000003,2382.776549965983,2361.56792572226,2382.776549965983,611.1929586393126,0.0064540000407091735,2024-04-18 04:00:00,2024-04-18 13:00:00,tp,0 days 09:00:00,884
55,1700,1709,2375.067483,2385.660398772064,2370.6159521271925,2385.660398772064,582.6103674635374,0.004460048334578026,2024-04-18 06:00:00,2024-04-18 15:00:00,tp,0 days 09:00:00,886
10,1704,1710,2378.0977860000003,2392.3023911232476,2370.6394654395576,2392.3023911232476,142.04605123247347,0.0059730954744041664,2024-04-18 10:00:00,2024-04-18 16:00:00,tp,0 days 06:00:00,888
10,1709,1710,2385.688545,2378.206417885322,2378.206417885322,2399.9384904514777,-74.82127114677951,-0.003136254784958936,2024-04-18 15:00:00,2024-04-18 16:00:00,sl,0 days 01:00:00,891
10,1708,1711,2381.198096,2373.730052077485,2373.730052077485,2395.421219570878,-74.6804392251488,-0.003136254784958825,2024-04-18 14:00:00,2024-04-18 17:00:00,sl,0 days 03:00:00,890
9,1707,1711,2383.3083070000002,2374.279861034663,2374.279861034663,2398.7992540467503,-81.25601368803427,-0.0037881989245033276,2024-04-18 13:00:00,2024-04-18 17:00:00,sl,0 days 04:00:00,889
-112,1710,1711,2379.322044,2383.544914036286,2383.544914036286,2371.179191611776,-472.96144406405074,-0.0017748207086700774,2024-04-18 16:00:00,2024-04-18 17:00:00,sl,0 days 01:00:00,892
66,1713,1714,2388.198796,2384.3606797072384,2384.3606797072384,2398.835378504781,-253.315675322272,-0.0016071175897041101,2024-04-18 19:00:00,2024-04-18 20:00:00,sl,0 days 01:00:00,895
73,1712,1715,2384.328409,2380.8766193464867,2380.8766193464867,2403.184078188164,-251.9806447064866,-0.001447698916174578,2024-04-18 18:00:00,2024-04-18 21:00:00,sl,0 days 03:00:00,894
47,1714,1715,2385.068483,2379.81452761307,2379.81452761307,2432.5943328810436,-246.93590318571478,-0.002202853051968323,2024-04-18 20:00:00,2024-04-18 21:00:00,sl,0 days 01:00:00,896
23,1717,1720,2377.5177280000003,2373.9614342480572,2373.9614342480572,2385.399033602162,-81.7947562946897,-0.0014958011501073898,2024-04-18 23:00:00,2024-04-19 03:00:00,sl,0 days 04:00:00,899
15,1716,1720,2380.3980159999996,2374.955782319361,2374.955782319361,2397.3396779715818,-81.63350520958147,-0.0022862704657198307,2024-04-18 22:00:00,2024-04-19 03:00:00,sl,0 days 05:00:00,898
101,1715,1720,2381.768153,2377.145233193081,2377.145233193081,2400.418263189425,-466.9149004988262,-0.0019409612984774283,2024-04-18 21:00:00,2024-04-19 03:00:00,sl,0 days 06:00:00,897
100,1711,1720,2380.167993,2375.497906592023,2375.497906592023,2389.669355853378,-467.00864079771236,-0.0019620826856389106,2024-04-18 17:00:00,2024-04-19 03:00:00,sl,0 days 10:00:00,893
66,1699,1721,2373.307307,2417.6672640157512,2369.5572903653206,2417.6672640157512,2927.7571630395796,0.01869119809512787,2024-04-18 05:00:00,2024-04-19 04:00:00,tp,0 days 23:00:00,885
4,1720,1721,2379.657942,2396.5943367501095,2374.2174003286896,2396.5943367501095,67.74557900043874,0.00711715513863953,2024-04-19 03:00:00,2024-04-19 04:00:00,tp,0 days 01:00:00,900
76,1721,1722,2409.5909349999997,2406.2513601959063,2406.2513601959063,2417.7868424188478,-253.80768511110182,-0.0013859509328264519,2024-04-19 04:00:00,2024-04-19 05:00:00,sl,0 days 01:00:00,901
7,1722,1723,2400.650041,2396.9381097239047,2396.9381097239047,2409.9398383343464,-25.983518932665902,-0.0015462192375815809,2024-04-19 05:00:00,2024-04-19 06:00:00,sl,0 days 01:00:00,902
45,1723,1724,2391.5591320000003,2386.091380989486,2386.091380989486,2408.5802293656743,-246.04879547314567,-0.0022862704657199417,2024-04-19 06:00:00,2024-04-19 07:00:00,sl,0 days 01:00:00,903
22,1732,1733,2381.73815,2378.018046882452,2378.018046882452,2391.206851727247,-81.84226858606053,-0.0015619278372596135,2024-04-19 15:00:00,2024-04-19 16:00:00,sl,0 days 01:00:00,905
7,1733,1734,2378.897866,2388.355276056911,2375.182199201097,2388.355276056911,66.2018703983781,0.003975542704913737,2024-04-19 16:00:00,2024-04-19 17:00:00,tp,0 days 01:00:00,906
14,1731,1735,2377.027679,2392.5975116314885,2371.1894709384146,2392.5975116314885,217.97765684084152,0.00655012676925959,2024-04-19 14:00:00,2024-04-19 18:00:00,tp,0 days 04:00:00,904
3,1735,1739,2395.089485,2387.8030659518877,2387.8030659518877,2410.852623770293,-21.85925714433688,-0.003042232490162,2024-04-19 18:00:00,2024-04-19 22:00:00,sl,0 days 04:00:00,908
21,1734,1739,2391.399116,2387.550669972625,2387.550669972625,2406.628259959263,-80.81736657487181,-0.0016092863803562896,2024-04-19 17:00:00,2024-04-19 22:00:00,sl,0 days 05:00:00,907
13,1738,1739,2398.3698130000002,2392.1837598134653,2392.1837598134653,2411.6805598041265,-80.41869142495489,-0.0025792741190305835,2024-04-19 21:00:00,2024-04-19 22:00:00,sl,0 days 01:00:00,910
19,1739,1741,2387.798756,2383.75,2383.4744977475666,2399.2526814571074,-76.92636400000265,-0.0016956018549831864,2024-04-19 22:00:00,2024-04-22 01:00:00,time,2 days 03:00:00,911
11,1737,1741,2393.879364,2383.75,2386.5966264213107,2409.6345384310184,-111.42300399999885,-0.00423135942116748,2024-04-19 20:00:00,2024-04-22 01:00:00,time,2 days 05:00:00,909
-39,1747,1755,2369.4030359999997,2336.1586569595347,2375.648321111975,2336.1586569595347,1296.5307825781347,0.014030698254100193,2024-04-22 07:00:00,2024-04-22 15:00:00,tp,0 days 08:00:00,912
79,1765,1766,2334.003377,2330.748762639809,2330.748762639809,2342.425573914322,-257.1145344551069,-0.0013944342978520208,2024-04-23 02:00:00,2024-04-23 03:00:00,sl,0 days 01:00:00,917
43,1764,1767,2330.653042,2324.900977725206,2324.900977725206,2346.3643876954934,-247.33876381614482,-0.0024680053921102285,2024-04-23 01:00:00,2024-04-23 04:00:00,sl,0 days 03:00:00,916
-26,1757,1767,2340.975879,2318.2028751329303,2350.1830157813856,2318.2028751329303,592.0981005438134,0.0097279959487655,2024-04-22 17:00:00,2024-04-23 04:00:00,tp,0 days 11:00:00,913
-37,1758,1767,2334.4565310000003,2314.408581528408,2341.0107511851575,2314.408581528408,741.7741304489168,0.008587844410623657,2024-04-22 18:00:00,2024-04-23 04:00:00,tp,0 days 10:00:00,914
