Date,Time,Open,High,Low,Close,Volume
2018.01.02,00:00,13482.64,13596.46,13435.34,13435.91,0
2018.01.02,01:00,13435.88,13436.07,13334.48,13364.3,0
2018.01.02,02:00,13364.33,13813.9,13364.33,13735.68,0
2018.01.02,03:00,13735.72,13779.7,13593.6,13601.62,0
2018.01.02,04:00,13602.07,13633.59,13357.68,13426.83,0
2018.01.02,05:00,13426.62,13426.62,13210.04,13227.81,0
2018.01.02,06:00,13227.78,13279.47,12894.94,13052.96,0
2018.01.02,07:00,13052.92,13128.12,13021.15,13083.97,0
2018.01.02,08:00,13083.99,13299.45,13025.8,13294.13,0
2018.01.02,09:00,13294.23,13345.54,13194.03,13340.62,0
2018.01.02,10:00,13340.66,13451.88,13334.98,13398.81,0
2018.01.02,11:00,13398.91,13535.74,13397.74,13527.28,0
2018.01.02,12:00,13526.66,13663.38,13518.79,13645.18,0
2018.01.02,13:00,13648.36,13651.51,13483.06,13559.43,0
2018.01.02,14:00,13557.78,13630.57,13529.25,13575.0,0
2018.01.02,15:00,13574.16,13935.66,13550.46,13897.95,0
2018.01.02,16:00,13897.92,13935.4,13750.47,13796.97,0
2018.01.02,17:00,13794.91,13830.67,13604.03,13695.13,0
2018.01.02,18:00,13695.09,13824.99,13619.5,13624.02,0
2018.01.02,19:00,13624.28,13837.46,13609.5,13811.21,0
2018.01.02,20:00,13815.21,14696.56,13810.11,14521.88,0
2018.01.02,21:00,14520.64,15164.59,14483.87,14764.41,0
2018.01.02,22:00,14773.35,15131.84,14769.08,14825.5,0
2018.01.02,23:00,14825.56,14934.44,14673.64,14740.07,0
2018.01.03,00:00,14758.69,14979.73,14758.22,14790.38,0
2018.01.03,01:00,14790.31,14858.58,14607.52,14683.85,0
2018.01.03,02:00,14685.3,14927.37,14662.83,14805.72,0
2018.01.03,03:00,14804.97,14838.6,14723.47,14808.56,0
2018.01.03,04:00,14808.32,15026.62,14745.02,14991.94,0
2018.01.03,05:00,14991.99,15171.54,14804.82,14853.6,0
2018.01.03,06:00,14854.62,15103.92,14847.93,15040.56,0
2018.01.03,07:00,15040.52,15092.4,14968.12,15041.41,0
2018.01.03,08:00,15041.34,15329.45,15015.33,15320.52,0
2018.01.03,09:00,15321.49,15350.83,15209.45,15253.43,0
2018.01.03,10:00,15253.46,15256.37,15065.38,15081.73,0
2018.01.03,11:00,15081.71,15104.85,14804.17,14828.26,0
2018.01.03,12:00,14826.29,14902.25,14563.63,14705.52,0
2018.01.03,13:00,14705.61,14865.25,14697.54,14865.2,0
2018.01.03,14:00,14865.15,14883.16,14566.97,14579.43,0
2018.01.03,15:00,14580.88,14925.39,14580.88,14915.36,0
2018.01.03,16:00,14914.42,15042.0,14843.28,14847.31,0
2018.01.03,17:00,14846.99,15056.18,14846.99,15053.0,0
2018.01.03,18:00,15053.53,15190.08,15047.8,15077.68,0
2018.01.03,19:00,15077.99,15083.97,14868.34,14868.97,0
2018.01.03,20:00,14868.91,14896.54,14750.89,14750.89,0
2018.01.03,21:00,14745.82,14868.55,14723.43,14723.43,0
2018.01.03,22:00,14723.37,14946.4,14705.14,14920.52,0
2018.01.03,23:00,14923.13,15019.49,14893.78,15012.15,0
2018.01.04,00:00,15002.44,15008.7,14794.81,14794.81,0
2018.01.04,01:00,14794.8,15086.61,14778.58,15075.78,0
2018.01.04,02:00,15074.7,15114.68,14991.7,15071.29,0
2018.01.04,03:00,15071.27,15320.03,14948.43,15307.61,0
2018.01.04,04:00,15307.5,15362.53,15174.81,15219.18,0
2018.01.04,05:00,15219.17,15232.01,15064.0,15069.09,0
2018.01.04,06:00,15069.0,15069.0,14831.3,14906.77,0
2018.01.04,07:00,14906.81,14944.0,14792.72,14890.16,0
2018.01.04,08:00,14891.5,15055.87,14877.25,14880.42,0
2018.01.04,09:00,14876.67,14894.48,14784.04,14821.78,0
2018.01.04,10:00,14821.7,14863.23,14327.4,14327.4,0
2018.01.04,11:00,14323.87,14525.98,14167.43,14466.04,0
2018.01.04,12:00,14467.63,14628.55,14397.62,14418.38,0
2018.01.04,13:00,14418.99,14536.69,14267.53,14518.09,0
2018.01.04,14:00,14518.06,14555.19,14258.43,14397.22,0
2018.01.04,15:00,14399.97,14595.78,14378.03,14541.47,0
2018.01.04,16:00,14544.46,14666.46,14497.81,14600.18,0
2018.01.04,17:00,14596.39,14625.41,14501.88,14541.2,0
2018.01.04,18:00,14541.1,14564.83,14413.52,14521.72,0
2018.01.04,19:00,14521.01,14667.43,14509.98,14657.21,0
2018.01.04,20:00,14657.25,14877.23,14655.82,14768.47,0
2018.01.04,21:00,14768.26,14974.76,14747.38,14934.11,0
2018.01.04,22:00,14933.38,15035.21,14805.8,14821.86,0
2018.01.04,23:00,14823.68,14998.89,14801.21,14885.65,0
2018.01.05,00:00,14878.79,15041.44,14834.79,15006.34,0
2018.01.05,01:00,15006.35,15133.25,14946.75,15117.92,0
2018.01.05,02:00,15117.95,15137.71,14920.07,15007.32,0
2018.01.05,03:00,15007.28,15075.67,14979.95,15042.42,0
2018.01.05,04:00,15042.45,15149.41,15029.19,15059.98,0
2018.01.05,05:00,15059.97,15065.68,14898.53,14920.62,0
2018.01.05,06:00,14920.59,14982.64,14783.52,14899.97,0
2018.01.05,07:00,14902.39,15022.42,14833.78,14994.7,0
2018.01.05,08:00,14994.67,15010.88,14885.89,14916.83,0
2018.01.05,09:00,14918.77,14925.83,14805.68,14892.45,0
2018.01.05,10:00,14892.47,15389.51,14890.37,15389.18,0
2018.01.05,11:00,15389.56,15908.03,15386.04,15764.15,0
2018.01.05,12:00,15763.23,16075.23,15740.4,15953.53,0
2018.01.05,13:00,15950.9,16028.2,15767.95,15964.67,0
2018.01.05,14:00,15964.05,15988.35,15692.45,15815.06,0
2018.01.05,15:00,15815.05,15979.35,15791.76,15973.48,0
2018.01.05,16:00,15973.47,16044.06,15818.35,15983.9,0
2018.01.05,17:00,15983.89,16003.58,15898.54,15937.39,0
2018.01.05,18:00,15937.35,16281.33,15935.78,16216.9,0
2018.01.05,19:00,16217.0,16495.05,16179.01,16337.61,0
2018.01.05,20:00,16334.52,16500.94,16289.47,16338.04,0
